,beta,D1,M1,D2,M2,D3,M3,D4,M4
0,0.0,0.01,1.0,0.2,1.0,0.4,1.0,0.707,1.0
1,0.004008016032064128,0.01,1.0000160612375826,0.2,1.0000147792557164,0.4,1.000010923700868,0.707,1.000000004722357
2,0.008016032064128256,0.01,1.0000642480454196,0.2,1.0000591194062258,0.4,1.0000436954029355,0.707,1.0000000173410788
3,0.012024048096192383,0.01,1.0001445697102724,0.2,1.0001330276024567,0.4,1.000098316904241,0.707,1.0000000332111165
4,0.01603206412825651,0.01,1.0002570417150467,0.2,1.0002365157654431,0.4,1.000174791200352,0.707,1.0000000445907213
5,0.02004008016032064,0.01,1.0004016857462548,0.2,1.0003696005905558,0.4,1.000273122482615,0.707,1.000000040641443
6,0.024048096192384766,0.01,1.0005785297044705,0.2,1.0005323035534306,0.4,1.0003933161357026,0.707,1.000000007428135
7,0.028056112224448895,0.01,1.0007876077177875,0.2,1.0007246509175938,0.4,1.0005353787344535,0.707,0.9999999279189621
8,0.03206412825651302,0.01,1.0010289601582945,0.2,1.0009466737437924,0.4,1.0006993180400003,0.707,0.9999997819854245
9,0.03607214428857715,0.01,1.001302633661578,0.2,1.0011984079010312,0.4,1.000885142995176,0.707,0.9999995464023946
10,0.04008016032064128,0.01,1.0016086811492757,0.2,1.0014798940793235,0.4,1.0010928637191965,0.707,0.9999991948481808
11,0.044088176352705406,0.01,1.001947161854696,0.2,1.0017911778041635,0.4,1.0013224915016068,0.707,0.9999986979046193
12,0.04809619238476953,0.01,1.0023181413515319,0.2,1.0021323094527261,0.4,1.0015740387954828,0.707,0.9999980230572081
13,0.052104208416833664,0.01,1.002721691585688,0.2,1.0025033442718043,0.4,1.0018475192098766,0.707,0.9999971346952892
14,0.05611222444889779,0.01,1.003157890910259,0.2,1.0029043423974926,0.4,1.0021429475014945,0.707,0.9999959941122906
15,0.06012024048096192,0.01,1.0036268241236819,0.2,1.003335368876627,0.4,1.002460339565591,0.707,0.9999945595060397
16,0.06412825651302605,0.01,1.0041285825111044,0.2,1.003796493689994,0.4,1.0027997124260728,0.707,0.9999927859791603
17,0.06813627254509018,0.01,1.004663263889002,0.2,1.0042877917773196,0.4,1.003161084224782,0.707,0.9999906255395686
18,0.0721442885771543,0.01,1.0052309726530895,0.2,1.0048093430640528,0.4,1.0035444742099577,0.707,0.9999880271010794
19,0.07615230460921843,0.01,1.0058318198295637,0.2,1.0053612324899566,0.4,1.0039499027238468,0.707,0.9999849364841413
20,0.08016032064128256,0.01,1.006465923129735,0.2,1.0059435500395224,0.4,1.0043773911894465,0.707,0.9999812964167165
21,0.08416833667334668,0.01,1.0071334070080873,0.2,1.0065563907742225,0.4,1.0048269620963604,0.707,0.9999770465353202
22,0.08817635270541081,0.01,1.0078344027238275,0.2,1.0071998548666217,0.4,1.0052986389857428,0.707,0.999972123386244
23,0.09218436873747494,0.01,1.00856904840598,0.2,1.0078740476363603,0.4,1.0057924464343089,0.707,0.9999664604269762
24,0.09619238476953906,0.01,1.0093374891220848,0.2,1.008579079588032,0.4,1.0063084100373838,0.707,0.9999599880278455
25,0.1002004008016032,0.01,1.0101398769505674,0.2,1.0093150664509745,0.4,1.0068465563909668,0.707,0.9999526334739031
26,0.10420841683366733,0.01,1.0109763710568445,0.2,1.0100821292209947,0.4,1.007406913072781,0.707,0.9999443209670744
27,0.10821643286573146,0.01,1.0118471377732399,0.2,1.0108803942040503,0.4,1.0079895086222777,0.707,0.999934971628595
28,0.11222444889779558,0.01,1.0127523506827874,0.2,1.0117099930619096,0.4,1.0085943725195659,0.707,0.9999245035017604
29,0.11623246492985971,0.01,1.0136921907069965,0.2,1.0125710628598155,0.4,1.0092215351632365,0.707,0.9999128315550158
30,0.12024048096192384,0.01,1.0146668461976693,0.2,1.0134637461161773,0.4,1.0098710278470413,0.707,0.9998998676854068
31,0.12424849699398796,0.01,1.0156765130328547,0.2,1.0143881908543158,0.4,1.0105428827353962,0.707,0.9998855207224264
32,0.1282565130260521,0.01,1.016721394717031,0.2,1.01534455065629,0.4,1.0112371328376693,0.707,0.9998696964322782
33,0.13226452905811623,0.01,1.017801702485619,0.2,1.0163329847188343,0.4,1.0119538119812141,0.707,0.9998522975225915
34,0.13627254509018036,0.01,1.0189176554139228,0.2,1.017353657911431,0.4,1.0126929547831085,0.707,0.9998332236476152
35,0.1402805611222445,0.01,1.0200694805306072,0.2,1.018406740836554,0.4,1.0134545966205544,0.707,0.9998123714139229
36,0.1442885771543086,0.01,1.021257412935824,0.2,1.0194924098921105,0.4,1.014238773599898,0.707,0.9997896343866596
37,0.14829659318637273,0.01,1.0224816959241039,0.2,1.0206108473361148,0.4,1.0150455225242176,0.707,0.999764903096365
38,0.15230460921843686,0.01,1.023742581112136,0.2,1.0217622413536276,0.4,1.0158748808594398,0.707,0.9997380650464052
39,0.156312625250501,0.01,1.025040328571564,0.2,1.0229467861259942,0.4,1.0167268866989234,0.707,0.9997090047210484
40,0.16032064128256512,0.01,1.026375206966934,0.2,1.0241646819024188,0.4,1.0176015787264687,0.707,0.9996776035942198
41,0.16432865731462926,0.01,1.0277474936989326,0.2,1.0254161350739088,0.4,1.0184989961776925,0.707,0.9996437401389716
42,0.16833667334669336,0.01,1.0291574750530608,0.2,1.0267013582496292,0.4,1.0194191787997118,0.707,0.9996072898377057
43,0.1723446893787575,0.01,1.0306054463538998,0.2,1.0280205703357044,0.4,1.020362166809083,0.707,0.9995681251931863
44,0.17635270541082163,0.01,1.0320917121251276,0.2,1.0293739966165079,0.4,1.0213280008479313,0.707,0.9995261157403794
45,0.18036072144288576,0.01,1.03361658625545,0.2,1.0307618688384803,0.4,1.0223167219382079,0.707,0.9994811280591636
46,0.1843687374749499,0.01,1.0351803921706257,0.2,1.0321844252965167,0.4,1.0233283714340131,0.707,0.9994330257879441
47,0.18837675350701402,0.01,1.036783463011762,0.2,1.0336419109229686,0.4,1.0243629909719156,0.707,0.9993816696382192
48,0.19238476953907813,0.01,1.0384261418200775,0.2,1.0351345773793024,0.4,1.0254206224191966,0.707,0.9993269174101319
49,0.19639278557114226,0.01,1.0401087817283212,0.2,1.036662683150461,0.4,1.02650130781995,0.707,0.9992686240090551
50,0.2004008016032064,0.01,1.0418317461590643,0.2,1.0382264936419727,0.4,1.0276050893389614,0.707,0.9992066414632492
51,0.20440881763527052,0.01,1.0435954090300747,0.2,1.0398262812798567,0.4,1.02873200920329,0.707,0.9991408189426357
52,0.20841683366733466,0.01,1.045400154967001,0.2,1.041462325613373,0.4,1.0298821096414712,0.707,0.99907100277873
53,0.2124248496993988,0.01,1.0472463795236022,0.2,1.0431349134206649,0.4,1.0310554328202601,0.707,0.9989970364857763
54,0.21643286573146292,0.01,1.0491344894097678,0.2,1.044844338817343,0.4,1.0322520207788288,0.707,0.9989187607831306
55,0.22044088176352702,0.01,1.0510649027275851,0.2,1.0465909033680678,0.4,1.0334719153603291,0.707,0.9988360136189335
56,0.22444889779559116,0.01,1.0530380492157212,0.2,1.048374916201175,0.4,1.0347151581407315,0.707,0.9987486301951192
57,0.2284569138276553,0.01,1.0550543705023965,0.2,1.0501966941264025,0.4,1.0359817903548427,0.707,0.9986564429938052
58,0.23246492985971942,0.01,1.0571143203672477,0.2,1.0520565617557687,0.4,1.03727185281941,0.707,0.9985592818051058
59,0.23647294589178355,0.01,1.059218365012376,0.2,1.0539548516276611,0.4,1.0385853858532095,0.707,0.9984569737564185
60,0.24048096192384769,0.01,1.0613669833429051,0.2,1.0558919043341868,0.4,1.039922429194012,0.707,0.9983493433432227
61,0.2444889779559118,0.01,1.0635606672573767,0.2,1.0578680686518425,0.4,1.0412830219123297,0.707,0.9982362124614402
62,0.24849699398797592,0.01,1.0657999219483334,0.2,1.0598837016755616,0.4,1.0426672023218253,0.707,0.9981174004414008
63,0.25250501002004005,0.01,1.0680852662134463,0.2,1.0619391689561946,0.4,1.0440750078862742,0.707,0.997992724083457
64,0.2565130260521042,0.01,1.0704172327775694,0.2,1.0640348446414805,0.4,1.0455064751229677,0.707,0.997861997695292
65,0.2605210420841683,0.01,1.0727963686261137,0.2,1.0661711116205692,0.4,1.0469616395024317,0.707,0.9977250331309677
66,0.26452905811623245,0.01,1.0752232353501536,0.2,1.0683483616721525,0.4,1.048440535344344,0.707,0.9975816398317514
67,0.2685370741482966,0.01,1.0776984095036968,0.2,1.070566995616262,0.4,1.049943195709521,0.707,0.9974316248687691
68,0.2725450901803607,0.01,1.080222482973569,0.2,1.0728274234697948,0.4,1.0514696522878482,0.707,0.997274792987525
69,0.27655310621242485,0.01,1.082796063362381,0.2,1.075130064605824,0.4,1.053019935282017,0.707,0.9971109466543284
70,0.280561122244489,0.01,1.0854197743850778,0.2,1.0774753479167574,0.4,1.0545940732869379,0.707,0.9969398861046724
71,0.28456913827655306,0.01,1.0880942562795746,0.2,1.0798637119813943,0.4,1.0561920931646842,0.707,0.9967614093935991
72,0.2885771543086172,0.01,1.0908201662320272,0.2,1.0822956052359516,0.4,1.05781401991483,0.707,0.9965753124480954
73,0.2925851703406813,0.01,1.0935981788172946,0.2,1.0847714861491038,0.4,1.0594598765400305,0.707,0.9963813891215535
74,0.29659318637274545,0.01,1.0964289864551848,0.2,1.087291823401105,0.4,1.0611296839066966,0.707,0.9961794312503345
75,0.3006012024048096,0.01,1.0993132998831017,0.2,1.0898570960670408,0.4,1.0628234606006135,0.707,0.9959692287124712
76,0.3046092184368737,0.01,1.1022518486457353,0.2,1.0924677938042702,0.4,1.0645412227773412,0.707,0.9957505694885402
77,0.30861723446893785,0.01,1.105245381602475,0.2,1.0951244170441086,0.4,1.0662829840072416,0.707,0.9955232397247412
78,0.312625250501002,0.01,1.1082946674532514,0.2,1.0978274771878045,0.4,1.0680487551149658,0.707,0.9952870237982083
79,0.3166332665330661,0.01,1.111400495283548,0.2,1.1005774968068585,0.4,1.0698385440132352,0.707,0.9950417043845868
80,0.32064128256513025,0.01,1.1145636751293584,0.2,1.1033750098477324,0.4,1.0716523555307493,0.707,0.9947870625279001
81,0.3246492985971944,0.01,1.1177850385629076,0.2,1.106220561840996,0.4,1.0734901912340427,0.707,0.9945228777127303
82,0.3286573146292585,0.01,1.1210654392999826,0.2,1.1091147101149461,0.4,1.0753520492431186,0.707,0.99424892793874
83,0.33266533066132264,0.01,1.1244057538297725,0.2,1.1120580240137452,0.4,1.077237924040679,0.707,0.9939649897975491
84,0.3366733466933867,0.01,1.1278068820681537,0.2,1.1150510851201056,0.4,1.0791478062747686,0.707,0.9936708385519905
85,0.34068136272545085,0.01,1.1312697480354048,0.2,1.1180944874825542,0.4,1.0810816825546483,0.707,0.9933662482177559
86,0.344689378757515,0.01,1.1347953005593803,0.2,1.121188837847301,0.4,1.083039535239716,0.707,0.9930509916474473
87,0.3486973947895791,0.01,1.1383845140052293,0.2,1.1243347558947296,0.4,1.085021342221276,0.707,0.9927248406170431
88,0.35270541082164325,0.01,1.1420383890327959,0.2,1.1275328744805266,0.4,1.0870270766969778,0.707,0.9923875659147846
89,0.3567134268537074,0.01,1.1457579533828932,0.2,1.130783839881451,0.4,1.0890567069377215,0.707,0.992038937432489
90,0.3607214428857715,0.01,1.1495442626937051,0.2,1.134088312045748,0.4,1.0911101960468408,0.707,0.9916787242592884
91,0.36472945891783565,0.01,1.1533984013486376,0.2,1.1374469648481946,0.4,1.093187501711369,0.707,0.9913066947777922
92,0.3687374749498998,0.01,1.1573214833569954,0.2,1.1408604863497591,0.4,1.0952885759451867,0.707,0.9909226167626685
93,0.3727454909819639,0.01,1.1613146532689513,0.2,1.1443295790618462,0.4,1.097413364823861,0.707,0.9905262574816313
94,0.37675350701402804,0.01,1.1653790871263274,0.2,1.1478549602150896,0.4,1.0995618082109748,0.707,0.9901173837988253
95,0.3807615230460922,0.01,1.1695159934508048,0.2,1.1514373620326361,0.4,1.101733839475751,0.707,0.9896957622805871
96,0.38476953907815625,0.01,1.1737266142712561,0.2,1.1550775320078621,0.4,1.103929385201779,0.707,0.9892611593035626
97,0.3887775551102204,0.01,1.178012226191982,0.2,1.1587762331864377,0.4,1.1061483648866473,0.707,0.9888133411651595
98,0.3927855711422845,0.01,1.182374141503726,0.2,1.1625342444526454,0.4,1.1083906906322882,0.707,0.9883520741962978
99,0.39679358717434865,0.01,1.186813709339455,0.2,1.1663523608198396,0.4,1.1106562668258544,0.707,0.9878771248764351
100,0.4008016032064128,0.01,1.1913323168769767,0.2,1.170231393724917,0.4,1.1129449898109296,0.707,0.9873882599508188
101,0.4048096192384769,0.01,1.1959313905905984,0.2,1.1741721713266404,0.4,1.1152567475489006,0.707,0.9868852465499316
102,0.40881763527054105,0.01,1.2006123975541387,0.2,1.178175538807648,0.4,1.1175914192703151,0.707,0.9863678523110772
103,0.4128256513026052,0.01,1.2053768467977346,0.2,1.182242358679941,0.4,1.1199488751160447,0.707,0.98583584550206
104,0.4168336673346693,0.01,1.210226290721015,0.2,1.186373511093628,0.4,1.1223289757681019,0.707,0.9852889951468988
105,0.42084168336673344,0.01,1.2151623265653682,0.2,1.1905698941486693,0.4,1.1247315720699442,0.707,0.984727071153516
106,0.4248496993987976,0.01,1.2201865979481632,0.2,1.1948324242093353,0.4,1.127156504636127,0.707,0.9841498444433372
107,0.4288577154308617,0.01,1.225300796461963,0.2,1.199162036221054,0.4,1.129603603451159,0.707,0.983557087082729
108,0.43286573146292584,0.01,1.230506663341928,0.2,1.203559684029294,0.4,1.1320726874574418,0.707,0.9829485724162016
109,0.4368737474949899,0.01,1.2358059912047956,0.2,1.208026340700082,0.4,1.1345635641321747,0.707,0.9823240752012956
110,0.44088176352705405,0.01,1.2412006258630157,0.2,1.2125629988417126,0.4,1.1370760290531285,0.707,0.9816833717450667
111,0.4448897795591182,0.01,1.2466924682178233,0.2,1.2171706709271604,0.4,1.1396098654531999,0.707,0.9810262400420813
112,0.4488977955911823,0.01,1.25228347623526,0.2,1.2218503896166542,0.4,1.1421648437636847,0.707,0.9803524599138238
113,0.45290581162324645,0.01,1.2579756670093776,0.2,1.2266032080798168,0.4,1.1447407211462144,0.707,0.9796618131494209
114,0.4569138276553106,0.01,1.2637711189171181,0.2,1.2314302003167121,0.4,1.1473372410133342,0.707,0.9789540836475723
115,0.4609218436873747,0.01,1.2696719738696263,0.2,1.2363324614770805,0.4,1.1499541325377107,0.707,0.9782290575595848
116,0.46492985971943884,0.01,1.275680439665035,0.2,1.2413111081769665,0.4,1.1525911101499917,0.707,0.9774865234333888
117,0.468937875751503,0.01,1.2817987924480707,0.2,1.2463672788118758,0.4,1.1552478730253597,0.707,0.9767262723584229
118,0.4729458917835671,0.01,1.2880293792821509,0.2,1.2515021338655057,0.4,1.157924104558855,0.707,0.9759480981112606
119,0.47695390781563124,0.01,1.2943746208399867,0.2,1.2567168562130138,0.4,1.1606194718295677,0.707,0.9751517973018509
120,0.48096192384769537,0.01,1.3008370142190884,0.2,1.262012651417687,0.4,1.1633336250538409,0.707,0.9743371695202397
121,0.4849699398797595,0.01,1.3074191358889493,0.2,1.2673907480197741,0.4,1.1660661970276545,0.707,0.973504017483636
122,0.4889779559118236,0.01,1.3141236447771327,0.2,1.272852397816128,0.4,1.1688168025584025,0.707,0.972652147183679
123,0.4929859719438877,0.01,1.3209532855019193,0.2,1.2783988761291907,0.4,1.171585037886315,0.707,0.9717813680337637
124,0.49699398797595185,0.01,1.3279108917596734,0.2,1.2840314820637129,0.4,1.1743704800958241,0.707,0.9708914930162718
125,0.501002004008016,0.01,1.334999389875611,0.2,1.2897515387494711,0.4,1.1771726865172132,0.707,0.9699823388295578
126,0.5050100200400801,0.01,1.3422218025272046,0.2,1.2955603935680853,0.4,1.17999119411895,0.707,0.9690537260345318
127,0.5090180360721442,0.01,1.3495812526500715,0.2,1.30145941836188,0.4,1.1828255188911438,0.707,0.9681054792006799
128,0.5130260521042084,0.01,1.35708096753683,0.2,1.307450009622554,0.4,1.185675155220637,0.707,0.9671374270513559
129,0.5170340681362725,0.01,1.3647242831401176,0.2,1.313533588657239,0.4,1.18853957525829,0.707,0.9661494026081839
130,0.5210420841683366,0.01,1.3725146485916941,0.2,1.3197116017293142,0.4,1.1914182282790942,0.707,0.9651412433343964
131,0.5250501002004008,0.01,1.3804556309503753,0.2,1.3259855201711306,0.4,1.194310540035802,0.707,0.9641127912769417
132,0.5290581162324649,0.01,1.3885509201923913,0.2,1.3323568404655641,0.4,1.1972159121068446,0.707,0.9630638932071831
133,0.533066132264529,0.01,1.3968043344587135,0.2,1.3388270842930494,0.4,1.2001337212393783,0.707,0.9619944007600196
134,0.5370741482965932,0.01,1.405219825574883,0.2,1.3453977985404884,0.4,1.2030633186883768,0.707,0.9609041705712461
135,0.5410821643286573,0.01,1.4138014848599654,0.2,1.3520705552681163,0.4,1.206004029552776,0.707,0.9597930644129787
136,0.5450901803607214,0.01,1.4225535492424315,0.2,1.3588469516301087,0.4,1.2089551521097586,0.707,0.9586609493269658
137,0.5490981963927856,0.01,1.4314804077020082,0.2,1.3657286097443508,0.4,1.2119159571483542,0.707,0.9575076977556027
138,0.5531062124248497,0.01,1.440586608057931,0.2,1.372717176506445,0.4,1.2148856873036353,0.707,0.9563331876704763
139,0.5571142284569138,0.01,1.4498768641254864,0.2,1.3798143233426245,0.4,1.2178635563928732,0.707,0.9551373026982517
140,0.561122244488978,0.01,1.4593560632643394,0.2,1.3870217458958312,0.4,1.2208487487551332,0.707,0.9539199322437308
141,0.565130260521042,0.01,1.4690292743438653,0.2,1.394341163638748,0.4,1.2238404185958818,0.707,0.952680971609898
142,0.5691382765531061,0.01,1.4789017561525801,0.2,1.4017743194071082,0.4,1.2268376893382988,0.707,0.9514203221147786
143,0.5731462925851702,0.01,1.488978966280789,0.2,1.4093229788460717,0.4,1.2298396529830908,0.707,0.9501378912049366
144,0.5771543086172344,0.01,1.499266570507784,0.2,1.416988929761902,0.4,1.2328453694787225,0.707,0.948833592565434
145,0.5811623246492985,0.01,1.5097704527273095,0.2,1.4247739813705946,0.4,1.2358538661041034,0.707,0.9475073462260852
146,0.5851703406813626,0.01,1.5204967254476114,0.2,1.4326799634344467,0.4,1.2388641368658804,0.707,0.9461590786638365
147,0.5891783567134268,0.01,1.5314517409052202,0.2,1.4407087252768969,0.4,1.2418751419126197,0.707,0.9447887229011045
148,0.5931863727454909,0.01,1.5426421028346915,0.2,1.448862134665228,0.4,1.2448858069682822,0.707,0.9433962185999152
149,0.597194388777555,0.01,1.55407467893988,0.2,1.4571420765499397,0.4,1.2478950227875263,0.707,0.9419815121516825
150,0.6012024048096192,0.01,1.5657566141159824,0.2,1.4655504516487887,0.4,1.2509016446354981,0.707,0.9405445567624776
151,0.6052104208416833,0.01,1.577695344475562,0.2,1.4740891748625842,0.4,1.2539044917948992,0.707,0.9390853125336361
152,0.6092184368737474,0.01,1.5898986122361358,0.2,1.482760173508911,0.4,1.256902347103252,0.707,0.9376037465375627
153,0.6132264529058116,0.01,1.602374481531656,0.2,1.4915653853589377,0.4,1.2598939565234133,0.707,0.9360998328885953
154,0.6172344689378757,0.01,1.615131355215426,0.2,1.500506756461408,0.4,1.2628780287505057,0.707,0.9345735528087956
155,0.6212424849699398,0.01,1.62817799272769,0.2,1.509586238736789,0.4,1.2658532348585687,0.707,0.9330248946885416
156,0.625250501002004,0.01,1.6415235291073904,0.2,1.518805787323358,0.4,1.2688182079903523,0.707,0.9314538541417995
157,0.6292585170340681,0.01,1.6551774952344327,0.2,1.5281673576557422,0.4,1.2717715430937884,0.707,0.9298604340559692
158,0.6332665330661322,0.01,1.6691498393963264,0.2,1.5376729022551012,0.4,1.274711796708791,0.707,0.9282446446361898
159,0.6372745490981964,0.01,1.6834509502813437,0.2,1.5473243672087322,0.4,1.277637486808147,0.707,0.9266065034440153
160,0.6412825651302605,0.01,1.6980916815094294,0.2,1.5571236883154045,0.4,1.2805470926963416,0.707,0.9249460354303634
161,0.6452905811623246,0.01,1.7130833778221335,0.2,1.5670727868711836,0.4,1.28343905497028,0.707,0.9232632729626623
162,0.6492985971943888,0.01,1.7284379030638641,0.2,1.5771735650688747,0.4,1.2863117755459168,0.707,0.9215582558461145
163,0.6533066132264529,0.01,1.7441676700989728,0.2,1.58742790098254,0.4,1.2891636177548924,0.707,0.91983103133902
164,0.657314629258517,0.01,1.7602856728226464,0.2,1.5978376431067673,0.4,1.2919929065153328,0.707,0.9180816541620962
165,0.6613226452905812,0.01,1.7768055204384756,0.2,1.6084046044185512,0.4,1.2947979285809932,0.707,0.9163101865017513
166,0.6653306613226453,0.01,1.7937414741920892,0.2,1.619130555927767,0.4,1.297576932872972,0.707,0.9145166980072701
